AX,AY,AZ,GX,GY,GZ,Type
-9.43,2.26,-1.46,0,0.01,-0.01,1
-9.4,2.32,-1.48,0,0.02,-0.01,1
-9.41,2.27,-1.44,0,0.01,-0.01,1
-9.4,2.33,-1.44,0,0.02,-0.01,1
-9.4,2.31,-1.45,0,0.01,-0.01,1
-9.37,2.33,-1.44,0,0.02,-0.01,1
-9.42,2.29,-1.42,0,0.01,-0.01,1
-9.41,2.29,-1.43,0,0.01,-0.01,1
-9.43,2.29,-1.43,0,0.01,-0.01,1
-9.44,2.21,-1.37,0.01,0.01,-0.01,1
-9.41,2.3,-1.43,0,0.01,-0.01,1
-9.4,2.36,-1.45,-0.03,0.03,-0.01,1
-9.41,2.3,-1.43,0,0.01,-0.01,1
-9.42,2.3,-1.43,0,0.02,-0.01,1
-9.4,2.28,-1.43,-0.01,0.02,-0.01,1
-9.41,2.29,-1.44,0,0.02,-0.01,1
-9.41,2.3,-1.41,0,0.02,-0.01,1
-9.41,2.32,-1.42,0,0.02,-0.01,1
-9.4,2.33,-1.41,0,0.02,-0.01,1
-9.43,2.3,-1.42,-0.01,0.01,-0.01,1
-9.4,2.31,-1.42,0,0.02,-0.01,1
-9.43,2.3,-1.4,0,0.02,-0.01,1
-9.4,2.33,-1.42,0,0.01,-0.01,1
-9.39,2.32,-1.41,0,0.01,-0.01,1
-9.43,2.3,-1.43,0,0.02,-0.01,1
-9.41,2.31,-1.42,0,0.01,-0.01,1
-9.38,2.35,-1.41,0,0.01,-0.01,1
-9.42,2.29,-1.41,-0.01,0.02,-0.01,1
-9.43,2.3,-1.42,-0.01,0.02,-0.01,1
-9.42,2.3,-1.41,0,0.01,-0.01,1
-9.42,2.27,-1.39,0,0.01,-0.01,1
-9.4,2.29,-1.4,0,0.01,-0.01,1
-9.4,2.36,-1.43,0,0.01,-0.01,1
-9.41,2.29,-1.42,-0.01,0.02,-0.01,1
-9.4,2.33,-1.41,0,0.01,-0.01,1
-9.4,2.31,-1.41,0,0.01,-0.01,1
-9.41,2.3,-1.44,0,0.02,-0.01,1
-9.4,2.31,-1.42,0,0.01,-0.01,1
-9.42,2.28,-1.39,0,0.01,-0.01,1
-9.43,2.31,-1.42,0,0.01,-0.01,1
-9.39,2.33,-1.43,0,0.01,-0.01,1
-9.4,2.31,-1.42,0,0.02,-0.01,1
-9.43,2.28,-1.41,0,0.01,-0.01,1
-9.41,2.31,-1.44,0,0.02,-0.01,1
-9.39,2.32,-1.42,-0.01,0.02,-0.01,1
-9.4,2.29,-1.4,0,0.01,-0.01,1
-9.43,2.31,-1.4,0,0.02,-0.01,1
-9.39,2.29,-1.41,0,0.02,-0.01,1
-9.41,2.35,-1.42,0,0.01,0,1
-9.39,2.33,-1.42,0,0.01,-0.01,1
-9.43,2.31,-1.4,0,0.01,-0.01,1
-9.4,2.36,-1.43,0,0.02,-0.01,1
-9.42,2.31,-1.42,0,0.01,-0.01,1
-9.45,2.29,-1.39,0,0.01,-0.01,1
-9.41,2.3,-1.41,-0.01,0.02,-0.01,1
-9.42,2.31,-1.4,0,0.02,-0.01,1
-9.43,2.33,-1.4,0,0.01,-0.01,1
-9.42,2.31,-1.4,0,0.01,-0.01,1
-9.41,2.29,-1.44,-0.01,0.02,-0.01,1
-9.43,2.25,-1.41,0,0.01,-0.01,1
-9.42,2.28,-1.39,0,0.02,-0.01,1
-9.42,2.29,-1.4,-0.01,0.02,-0.01,1
-9.4,2.31,-1.38,0,0.02,-0.01,1
-9.4,2.34,-1.4,0,0.02,-0.01,1
-9.44,2.29,-1.38,-0.01,0.02,-0.01,1
-9.4,2.34,-1.4,0,0.02,-0.01,1
-9.38,2.35,-1.39,0,0.01,-0.01,1
-9.42,2.31,-1.41,0,0.01,-0.01,1
-9.41,2.34,-1.4,0,0.01,-0.01,1
-9.41,2.33,-1.39,0,0.02,-0.01,1
-9.45,2.28,-1.37,0,0.01,-0.01,1
-9.42,2.3,-1.38,-0.01,0.02,-0.01,1
-9.41,2.34,-1.4,0,0.01,-0.01,1
-9.42,2.32,-1.39,0,0.02,-0.01,1
-9.4,2.32,-1.39,0,0.01,-0.01,1
-9.4,2.35,-1.36,0,0.01,-0.01,1
-9.4,2.31,-1.39,0,0.01,-0.01,1
-9.42,2.32,-1.38,0,0.01,-0.01,1
-9.43,2.33,-1.44,0,0.01,-0.01,1
-9.41,2.33,-1.41,0,0.01,-0.01,1
-9.43,2.32,-1.39,0,0.01,-0.01,1
-9.41,2.32,-1.39,0,0.01,-0.01,1
-9.43,2.33,-1.4,0,0.01,-0.01,1
-9.42,2.27,-1.38,0,0.02,-0.01,1
-9.42,2.31,-1.38,0,0.02,-0.01,1
-9.43,2.29,-1.37,-0.01,0.02,-0.01,1
-9.41,2.31,-1.39,0,0.01,-0.01,1
-9.4,2.32,-1.36,0,0.01,-0.01,1
-9.43,2.31,-1.37,-0.01,0.02,-0.01,1
-9.43,2.32,-1.38,0,0.02,-0.01,1
-9.44,2.28,-1.37,0,0.02,-0.01,1
-9.41,2.31,-1.38,0,0.01,-0.01,1
-9.48,2.11,-1.28,-0.01,0.01,-0.01,1
-9.47,2.12,-1.27,-0.01,0.02,-0.01,1
-9.47,2.11,-1.32,0,0.02,-0.01,1
-9.48,2.16,-1.33,0,0.01,-0.01,1
-9.49,2.11,-1.32,0,0.01,-0.01,1
-9.48,2.14,-1.34,0,0.02,-0.01,1
-9.46,2.12,-1.33,-0.01,0.02,-0.01,1
-9.5,2.11,-1.32,-0.01,0.02,-0.01,1
-9.47,2.1,-1.34,-0.01,0.02,-0.01,1
-9.47,2.13,-1.32,0,0.02,-0.01,1
-9.48,2.12,-1.33,-0.01,0.02,-0.01,1
-9.48,2.12,-1.34,-0.01,0.02,-0.01,1
-9.46,2.14,-1.35,0,0.01,-0.01,1
-9.47,2.12,-1.33,0,0.01,0,1
-9.45,2.15,-1.34,0,0.02,-0.01,1
-9.45,2.15,-1.32,-0.01,0.02,-0.01,1
-9.52,2.01,-1.27,-0.01,0.02,-0.01,1
-9.48,2.13,-1.34,0,0.01,-0.01,1
-9.45,2.16,-1.39,0,0.01,-0.01,1
-9.49,2.13,-1.3,0,0.02,-0.01,1
-9.46,2.16,-1.31,0,0.01,-0.01,1
-9.47,2.16,-1.32,0,0.01,-0.01,1
-9.52,2.06,-1.28,0,0.01,-0.01,1
-9.47,2.15,-1.31,0,0.02,-0.01,1
-9.49,2.13,-1.31,0,0.02,-0.01,1
-9.51,2.11,-1.28,0,0.01,-0.01,1
-9.47,2.16,-1.32,0,0.02,-0.01,1
-9.46,2.12,-1.31,0,0.01,-0.01,1
-9.48,2.11,-1.32,0,0.02,-0.01,1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.88,3.76,-9,1.67,-1.52,0.6,2
2.09,7.57,-5.69,-0.01,0.01,0,2
3.09,9.35,-5.13,-0.66,-0.39,-0.57,2
3.13,7.91,-4.73,0,0.02,-0.01,2
3.7,7.88,-4.24,0,0.01,-0.01,2
-0.08,6.34,-4.06,-1.29,-0.96,-0.04,2
0.81,-8.66,-4.31,0.13,0.04,0.02,2
0.07,5.56,-7.9,-0.1,0.04,0,2
2.48,8.23,-4.55,0,0.01,-0.01,2
2.32,6.5,-6.79,-0.01,0.02,-0.01,2
2.5,6.73,-6.51,-0.01,0.02,-0.01,2
3.1,7.25,-5.54,0,0.01,-0.01,2
0.87,8.09,-4.39,-0.58,-1,-0.28,2
1.56,4.9,-8.16,-0.08,0.11,-0.06,2
1.24,4.47,-8.44,0,0.01,-0.01,2
2.07,7.59,-5.63,-0.01,0.01,0,2
0.94,3.76,-8.8,-0.26,0.09,-0.01,2
2.22,5.57,-7.55,-0.02,0.02,-0.01,2
1.9,-6.32,-9.94,0.58,1.15,-0.29,2
-2.05,-2.29,-8.98,0.03,0.07,-0.07,2
0.35,1.68,-9.26,-0.68,-0.03,0,2
1.97,0.31,-8,-0.46,0.38,-0.24,2
-2.11,-0.52,-9.28,0.02,-0.02,0,2
-2.21,2.44,-9.07,-0.01,0.04,-0.01,2
1.35,2.29,-9.27,-0.06,-0.02,0.01,2
1.15,3.89,-8.76,0,0.02,-0.01,2
-0.51,3.36,-9,0,0.01,-0.01,2
-2.69,2.48,-8.91,-0.01,0.01,-0.01,2
0.09,3.38,-9.04,0,0.01,-0.01,2
0.92,3.57,-8.91,0.07,-0.02,-0.01,2
1.69,2.65,-9.12,0,0.05,-0.02,2
-0.7,1.69,-9.37,-0.05,0,0,2
1.02,-1.49,-11.26,-0.17,-0.38,0.06,2
1.41,0.91,-9.45,0,0.01,0,2
1.15,1.39,-9.42,0,0.02,-0.02,2
1.43,1.21,-9.8,0,0.04,-0.02,2
0.78,0.69,-9.63,0.01,0.06,-0.02,2
-3.74,0.13,-8.92,-0.27,-0.67,-0.16,2
1.68,3.34,-8.89,-0.16,-0.07,0.01,2
1.51,4.6,-8.27,0.01,-0.01,-0.01,2
1.17,4.95,-8.22,-0.03,0.03,-0.01,2
0.96,4.84,-8.24,0,0.01,-0.01,2
0.55,0.59,-10.38,0.06,0.3,-0.07,2
1.24,2.41,-10.43,-0.52,-0.57,0,2
0.82,0.09,-9.57,-0.05,0.01,0,2
1.05,1.43,-9.44,0.01,0.03,-0.01,2
1.41,5.64,-7.67,-0.05,0.01,-0.01,2
1.94,5.98,-8.68,-0.31,-0.35,0.22,2
1.25,5.52,-7.65,-0.51,-0.53,-0.3,2
0.37,5.62,-7.76,0.05,0.04,-0.02,2
1.19,5.45,-7.87,0,0.01,0,2
0.87,4.88,-8.41,0.06,-0.12,-0.01,2
0.79,3.51,-8.95,0.03,0.02,-0.02,2
2.49,7.34,-5.88,0,0.01,-0.01,2
2.38,5.82,-7.33,0,0.02,-0.01,2
2.46,6.08,-9.4,-0.24,-0.41,-0.27,2
1.13,5.9,-3.95,-0.7,-0.02,0.57,2
0.46,-7.48,-6.94,-0.57,0.3,-0.01,2
0.12,-2.83,-9.18,1.1,-0.12,0.28,2
0.4,-3.1,-10.06,-0.05,-0.13,0.07,2
2.4,1.67,-9.1,0,0.07,-0.05,2
2.29,-0.5,-9.41,0.84,-0.45,0.04,2
1.54,4.5,-6.05,0.01,0.19,0.08,2
0.16,-0.79,-10.5,1.34,0.61,0.06,2
1.55,1.8,-9.31,0.05,-0.04,-0.02,2
0.08,2.07,-9.38,0.1,-0.03,0.01,2
2.43,2.98,-8.98,-0.05,-0.09,-0.01,2
3.23,3.28,-8.43,0,0.01,-0.01,2
0.71,1.91,-6.42,-0.5,-0.5,0.38,2
1.7,-2.24,-13.89,-0.86,0.06,0.27,2
2.36,2.17,-9.07,0.01,0.01,-0.01,2
2.08,2.09,-9.14,-0.01,0.02,-0.01,2
2.55,2.01,-9.06,-0.01,0.02,-0.01,2
2.46,2.41,-8.95,0,0.02,-0.01,2
3.33,3.12,-8.44,0,0.01,-0.01,2
2.04,4.23,-8.34,0.31,-0.27,0.04,2
2.5,4.67,-8.1,0.02,0.01,0,2
1.52,4.41,-9.79,-0.8,-1.12,0.45,2
1.22,4.95,-8.19,0.01,0.01,-0.01,2
1.51,4.82,-8.23,0.02,0.01,-0.01,2
2.3,2.88,-8.85,-0.15,0.27,0.18,2
2.09,5.41,-7.91,-0.01,-0.01,-0.01,2
0.72,-7.68,-7.3,-0.64,-0.43,0.37,2
-0.19,-1.55,-9.46,-0.09,0.1,-0.01,2
2.32,6.49,-6.8,-0.01,0.01,0,2
-0.16,1.44,-6.25,0.59,0.82,0.18,2
1.53,3.66,-7.1,0.46,0.59,-0.22,2
1.52,3.22,-8.83,0.03,0.11,0.03,2
1.35,5.66,-6.75,0.22,0.53,0.49,2
2.01,-3.22,-9.27,-0.4,-0.51,0.03,2
1.79,-6.65,-6.67,0.29,-0.25,-0.34,2
2.14,-7.93,-5.19,-0.07,0.02,-0.02,2
3.02,1.9,-5.45,3.35,0.67,-0.18,2
6.5,-3.24,-6.28,-0.01,0.02,-0.01,2
-0.71,-0.92,-9.49,-0.12,-1.22,0.32,2
-1,-0.07,-9.47,0.06,0.06,-0.01,2
-1.52,1.72,-9.34,-0.25,-0.03,0.02,2
1.21,-0.87,-12.36,-2.02,1.56,-0.49,2
-1.05,3.33,-8.99,0,0.01,-0.01,2
1.63,0.83,-9.26,0.01,0.05,-0.02,2
0.59,2.58,-8.99,-0.08,0.28,0.01,2
-3.4,2.98,-8.3,0.97,-0.6,-0.08,2
7.29,-1.03,-6.16,0.1,-0.61,0,2
0.24,-0.05,-7.81,0.8,0.18,1.14,2
-0.75,2.77,-9,0.49,-0.39,0,2
-0.73,3.08,-9.04,0.07,0.09,0.31,2
-2.38,1.47,-9.22,0.02,0.01,-0.01,2
-1.91,2.35,-9.14,0,0.01,-0.01,2
-3.59,0.16,-8.94,0.89,-0.25,0.15,2
-2.58,0.56,-9.27,-0.07,0.08,0.01,2
-1.41,2.53,-9.18,0,0.01,-0.01,2
-4.36,0.96,-9.45,0.21,0.05,-0.04,2
-6.2,0.44,-7.39,0.02,-0.1,-0.03,2
-1.6,-3.38,-8.26,-0.08,0.05,0.12,2
-3.45,-1.62,-8.5,-0.74,-0.78,0.11,2
1.81,-1.96,-9.21,0.02,0.02,-0.01,2
3.24,1.17,-9.27,1.54,-0.68,0.09,2
-0.22,-0.7,-6.14,-0.39,0.12,-0.12,2
-0.33,-1.41,-9.52,-0.09,0.08,-0.02,2
0.21,-1.39,-9.46,0,0.02,-0.01,2
2.22,-2.78,-8.88,-0.13,-0.04,0,2
1.63,-2.43,-8.94,-0.09,0.22,-0.06,2
3.26,0.52,-9.19,0.07,-0.07,-0.13,2
2.08,-5.22,-8.1,-0.39,-0.55,0.09,2
-2.41,-0.99,-10.87,-0.96,1.12,0.46,2
-0.9,-5.06,-8.13,0,0.04,-0.01,2
0.87,-6.77,-6.81,0.06,0.03,-0.02,2
3.94,-4.54,-7.33,-0.34,-0.85,0.8,2
-2.62,-2.31,-8.79,0.08,0.06,-0.02,2
-2.61,-1.29,-9.16,-0.35,-0.23,0.05,2
-5.99,-1,-11.04,0.31,-0.82,0.04,2
-3.42,-0.69,-8.99,0.02,0.03,-0.01,2
0.34,-5.09,-8.12,0.01,0.03,0,2
-0.78,-2.89,-8.25,-0.54,0.86,-0.27,2
-2.03,-2.65,-9.02,0.01,0,-0.01,2
-2.08,-0.03,-9.78,0.17,0.79,0.35,2
-0.08,-4.06,-8.94,-0.03,0.06,-0.6,2
0.34,-1.47,-8.32,0.58,0.76,-0.49,2
1.56,-4.1,-8.53,0.01,0.02,-0.01,2
1.35,-3.03,-9.12,0.06,0.01,-0.01,2
0.1,-3.32,-9.04,0.2,-0.23,-0.89,2
1.02,-2.44,-9.16,0.11,0.01,-0.01,2
3.35,-2.12,-8.73,0.01,0.04,0,2
1.43,-8.36,-18.37,-0.22,-2.59,1.03,2
1.86,-2.56,-9.06,0.01,0.01,-0.01,2
2.4,-2.22,-9.04,-0.01,0,-0.01,2
3.57,0.5,-8.89,0,0.01,-0.01,2
0.58,-2.54,-9.27,0.22,-0.16,0,2
1.08,-3.13,-9.58,-0.02,0.13,-0.01,2
1.25,-3.33,-8.84,0,0.01,0,2
1.63,-3.5,-9.56,0.01,0.71,-0.05,2
1.96,-4.07,-8.48,0,0.01,-0.01,2
0.35,-4.06,-10.46,-0.22,0.34,-0.07,2
1.18,-2.63,-9.2,0,0.01,-0.01,2
2.45,-5.64,-7.42,-0.01,0.01,-0.01,2
1.2,-4.38,-5.05,-0.78,0.86,-0.47,2
3.11,-2.89,-8.6,-0.01,0.01,-0.01,2
0.12,-2.02,-9.35,0.14,0.03,-0.02,2
1.85,-2.13,-9.16,0,0.02,-0.01,2
1.96,-3.47,-8.79,-0.22,-0.04,-0.01,2
0.67,-2.68,-9.21,0.02,0,-0.01,2
1.13,-4.83,-8.26,-0.03,0.01,-0.01,2
2.33,-4.51,-8.16,0.02,0.02,-0.01,2
-4.49,-2.75,-9.38,0.46,0.44,-0.02,2
1.23,-3.82,-8.94,0.03,-0.01,0.03,2
1.57,-4.17,-8.51,0,0,0,2
0.69,-2.02,-9.34,0.25,0.16,-1.04,2
1.64,-2.2,-9.14,0.49,-0.13,-0.16,2
-0.64,-0.61,-9.52,-0.04,0.02,0,2
2.37,0.39,-9.3,0,0.02,-0.01,2
1.9,3.46,-8.77,-0.03,0.02,0,2
1.04,0.82,-9.53,-0.25,-0.08,-0.05,2
-0.55,-0.66,-9.13,-0.07,0.91,0.19,2
-0.61,-1.28,-9.51,0,0.02,-0.01,2
0.61,-0.22,-9.6,-0.19,1.13,-0.12,2
2.92,2.34,-8.86,-0.3,0.45,0.26,2
-0.56,2.07,-9.56,-0.02,-0.06,-0.02,2
0.63,-0.35,-9.54,0.05,0.02,-0.01,2
1.5,5.46,-7.91,0,0.01,-0.01,2
2.47,-0.14,-9,-0.27,0.54,-0.12,2
4.58,1.04,-8.38,0.09,0.01,0,2
2.32,-4.15,-7.42,0.28,-0.12,0.29,2
-2.03,3.82,-9.38,1.81,0.45,-0.38,2
0.32,2.14,-9.31,-0.05,-0.03,0,2
1.06,0.6,-8.6,-0.4,1.4,-0.54,2
-0.5,-0.98,-9.35,0.01,-0.26,0.17,2
2.19,-0.52,-9.33,-0.12,-0.07,0.01,2
1.53,1.56,-9.38,0.03,0.02,-0.01,2
2.25,-4.7,-8.09,0,0.02,-0.01,2
1.47,1.37,-9.39,0.04,-0.05,-0.02,2
1.11,-0.45,-9.5,0.11,0.06,-0.03,2
0.28,-0.25,-8.29,0.77,-0.52,-0.87,2
-0.16,1.89,-9.42,0.03,-0.01,-0.01,2
2.54,-1.2,-8.92,0.06,-0.13,0.07,2
-0.19,-0.58,-9.26,-0.36,-0.43,-0.15,2
0.43,0.91,-9.7,0.06,-0.03,-0.01,2
0.49,0.82,-9.55,-0.15,-0.01,0,2
3.8,-1.37,-8.71,-0.02,-0.01,-0.01,2
4.4,-0.95,-5.29,0.45,-0.43,0.15,2
2.65,-2.64,-8.87,0.44,0.19,-0.07,2
2.23,-2.23,-9.07,0.02,-0.03,0,2
1.57,-2.33,-7.07,0.4,-0.53,0.45,2
,,,,,,
2.69,1.64,-9.09,0,0.01,-0.01,3
2.71,1.64,-9.1,0,0.01,-0.01,3
2.73,1.63,-9.05,0,0.02,-0.01,3
2.76,1.65,-9.06,0,0.01,-0.01,3
2.75,1.6,-8.86,0,0.03,-0.01,3
2.88,1.68,-9.03,0,0.01,-0.01,3
2.8,1.67,-9.02,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.83,1.67,-9.06,0,0.01,-0.01,3
2.83,1.67,-9.02,0,0.02,-0.01,3
2.83,1.67,-9.02,0,0.01,-0.01,3
2.81,1.67,-9.04,0,0.02,-0.01,3
2.82,1.67,-9.01,0,0.01,-0.01,3
2.8,1.67,-9.05,0,0.01,-0.01,3
2.8,1.68,-9.05,0,0.01,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.81,1.65,-9.02,0,0.02,-0.01,3
2.83,1.67,-9.06,0,0.01,-0.01,3
2.8,1.67,-9.04,0,0.02,-0.01,3
2.81,1.66,-9.04,0,0.01,-0.01,3
2.81,1.65,-9.03,0,0.01,-0.01,3
2.81,1.67,-9.02,0,0.02,-0.01,3
2.8,1.67,-9.05,0,0.02,-0.01,3
2.81,1.68,-9.06,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.01,-0.01,3
2.82,1.69,-9.04,0,0.01,-0.01,3
2.82,1.67,-9.05,0,0.01,-0.01,3
2.82,1.68,-9.05,0,0.02,-0.01,3
2.8,1.68,-9.03,0,0.02,-0.01,3
2.8,1.67,-9.02,0,0.02,-0.01,3
2.81,1.65,-9.02,0,0.01,-0.01,3
2.8,1.66,-9.02,0,0.01,-0.01,3
2.83,1.66,-9.03,0,0.02,-0.01,3
2.81,1.67,-9.06,0,0.01,-0.01,3
2.82,1.68,-9.06,0,0.02,-0.01,3
2.84,1.64,-9.02,0,0.01,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.81,1.68,-9.02,0,0.02,-0.01,3
2.81,1.66,-9.05,0,0.01,-0.01,3
2.81,1.66,-9.04,0,0.01,-0.01,3
2.83,1.68,-9.05,0,0.01,-0.01,3
2.82,1.67,-9.02,0,0.01,-0.01,3
2.84,1.67,-9.05,0,0.02,-0.01,3
2.83,1.66,-9.01,0,0.01,-0.01,3
2.83,1.68,-9.03,0,0.01,-0.01,3
2.8,1.68,-9.04,0,0.01,-0.01,3
2.8,1.68,-9.04,0,0.01,-0.01,3
2.81,1.67,-9.06,0,0.02,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.81,1.66,-9.04,0,0.01,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.81,1.67,-9.05,0,0.01,-0.01,3
2.82,1.69,-9.02,0,0.01,-0.01,3
2.79,1.67,-9.03,0,0.01,-0.01,3
2.8,1.66,-9.05,0,0.01,-0.01,3
2.83,1.67,-9.05,0,0.01,-0.01,3
2.8,1.67,-9.06,0,0.01,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.81,1.67,-9.04,0,0.02,-0.01,3
2.8,1.67,-9.04,0,0.01,-0.01,3
2.8,1.65,-9.03,0,0.02,-0.01,3
2.8,1.67,-9.04,0,0.02,-0.01,3
2.84,1.66,-9.04,0,0.01,-0.01,3
2.8,1.67,-9.05,0,0.02,-0.01,3
2.83,1.67,-9.03,0,0.01,-0.01,3
2.82,1.68,-9.05,0,0.01,-0.01,3
2.82,1.66,-9.05,0,0.01,-0.01,3
2.8,1.69,-9.03,0,0.02,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.81,1.66,-9.04,0,0.01,-0.01,3
2.83,1.67,-9.05,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.01,-0.01,3
2.81,1.68,-9.03,0,0.01,-0.01,3
2.83,1.68,-9.03,0,0.01,-0.01,3
2.81,1.67,-9.03,0,0.01,-0.01,3
2.82,1.67,-9.03,0,0.02,-0.01,3
2.82,1.67,-9.03,0,0.01,-0.01,3
2.82,1.66,-9.05,0,0.02,-0.01,3
2.81,1.67,-9.03,0,0.02,-0.01,3
2.83,1.68,-9.05,0,0.02,-0.01,3
2.81,1.68,-9.05,0,0.02,-0.01,3
2.8,1.67,-9.03,0,0.01,-0.01,3
2.79,1.69,-9.05,0,0.01,-0.01,3
2.83,1.67,-9.04,0,0.01,-0.01,3
2.81,1.68,-9.04,0,0.01,-0.01,3
2.82,1.66,-9.04,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.82,1.67,-9.03,0,0.01,-0.01,3
2.81,1.68,-9.03,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.82,1.69,-9.04,0,0.01,-0.01,3
2.81,1.68,-9.06,0,0.02,-0.01,3
2.83,1.67,-9.04,0,0.01,-0.01,3
2.83,1.67,-9.01,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.01,-0.01,3
2.82,1.7,-9.04,0,0.01,-0.01,3
2.82,1.67,-9.06,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.8,1.67,-9.03,0,0.01,-0.01,3
2.82,1.68,-9.05,0,0.01,-0.01,3
2.81,1.68,-9.02,0,0.01,-0.01,3
2.83,1.67,-9.04,0,0.01,-0.01,3
2.82,1.67,-9.05,0,0.01,-0.01,3
2.84,1.68,-9.06,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.83,1.67,-9.04,0,0.01,-0.01,3
2.82,1.7,-9.03,0,0.01,-0.01,3
2.83,1.68,-9.02,0,0.02,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.82,1.68,-9.05,0,0.02,-0.01,3
2.8,1.68,-9.06,0,0.01,-0.01,3
2.83,1.67,-9.03,0,0.02,-0.01,3
2.82,1.68,-9.05,0,0.01,-0.01,3
2.8,1.68,-9.03,0,0.01,-0.01,3
2.8,1.67,-9.05,0,0.01,-0.01,3
2.82,1.66,-9.05,0,0.01,-0.01,3
2.79,1.67,-9.01,0,0.01,-0.01,3
2.8,1.68,-9.04,0,0.02,-0.01,3
2.82,1.68,-9.03,0,0.01,-0.01,3
2.81,1.67,-9.02,0,0.01,-0.01,3
2.8,1.69,-9.05,0,0.01,-0.01,3
2.81,1.7,-9.04,0,0.01,-0.01,3
2.8,1.68,-9.03,0,0.01,-0.01,3
2.79,1.67,-9.04,0,0.01,-0.01,3
2.82,1.68,-9.02,0,0.02,-0.01,3
2.82,1.68,-9.06,0,0.01,-0.01,3
2.8,1.67,-9.06,0,0.02,-0.01,3
2.81,1.67,-9.03,0,0.01,-0.01,3
2.81,1.66,-9.03,0,0.01,-0.01,3
2.82,1.66,-9.03,0,0.01,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.8,1.68,-9.04,0,0.01,-0.01,3
2.81,1.67,-9.02,0,0.01,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.81,1.7,-9.05,0,0.02,-0.01,3
2.81,1.68,-9.01,0,0.01,-0.01,3
2.82,1.69,-9.04,0,0.02,-0.01,3
2.81,1.67,-9.05,0,0.01,-0.01,3
2.81,1.67,-9.02,0,0.01,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.82,1.65,-9.02,0,0.02,-0.01,3
2.81,1.69,-9.05,0,0.01,-0.01,3
2.81,1.66,-9.04,0,0.01,-0.01,3
2.8,1.67,-9.06,0,0.01,-0.01,3
2.81,1.68,-9.02,0,0.01,-0.01,3
2.82,1.66,-9.04,0,0.02,-0.01,3
2.81,1.68,-9.04,0,0.02,-0.01,3
2.8,1.67,-9.04,0,0.02,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.8,1.67,-9.04,0,0.01,-0.01,3
2.82,1.67,-9.05,0,0.01,-0.01,3
2.81,1.68,-9.06,0,0.01,-0.01,3
2.8,1.68,-9.06,0,0.02,-0.01,3
2.82,1.68,-9.07,0,0.01,-0.01,3
2.81,1.66,-9.03,0,0.02,-0.01,3
2.81,1.67,-9.01,0,0.01,-0.01,3
2.8,1.67,-9.03,0,0.02,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.81,1.67,-9.04,0,0.02,-0.01,3
2.8,1.7,-9.05,0,0.01,-0.01,3
2.82,1.67,-9.03,0,0.02,-0.01,3
2.8,1.67,-9.04,0,0.01,-0.01,3
2.83,1.67,-9.03,0,0.01,-0.01,3
2.79,1.68,-9.04,0,0.01,-0.01,3
2.81,1.68,-9.01,0,0.01,-0.01,3
2.81,1.67,-9.03,0,0.01,-0.01,3
2.83,1.68,-9.03,0,0.01,-0.01,3
2.81,1.67,-9.03,0,0.02,-0.01,3
2.82,1.68,-9.04,0,0.02,-0.01,3
2.81,1.67,-9.05,0,0.01,-0.01,3
2.83,1.68,-9.03,0,0.01,-0.01,3
2.8,1.67,-9.04,0,0.01,-0.01,3
2.82,1.69,-9.07,0,0.01,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.82,1.69,-9.06,0,0.01,-0.01,3
2.81,1.67,-9.03,0,0.02,-0.01,3
2.81,1.67,-9.04,0,0.01,-0.01,3
2.82,1.68,-9.04,0,0.01,-0.01,3
2.8,1.68,-9.05,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.01,-0.01,3
2.82,1.67,-9.04,0,0.02,-0.01,3
2.81,1.68,-9.02,0,0.01,-0.01,3
2.81,1.68,-9.07,0,0.01,-0.01,3
2.81,1.69,-9.04,0,0.01,-0.01,3
2.81,1.69,-9.07,0,0.01,-0.01,3
2.84,1.68,-9.04,0,0.01,-0.01,3
