AX,AY,AZ,GX,GY,GZ,Type
-5.88,3.33,-7.04,0.0,-0.01,0.0,1.0
-9.42,2.17,-1.54,0.0,0.02,-0.01,1.0
3.65,5.04,-7.07,-0.1,-0.02,-0.04,0.0
2.82,1.72,-9.08,0.0,0.01,-0.01,3.0
2.82,1.68,-9.03,0.0,0.01,-0.01,3.0
2.8,1.69,-9.04,0.0,0.01,-0.01,3.0
2.82,1.67,-9.04,0.0,0.02,-0.01,3.0
2.8,1.69,-9.04,0.0,0.01,-0.01,3.0
2.83,1.7,-9.04,0.0,0.01,-0.01,3.0
0.47,4.68,-8.43,0.0,0.01,-0.01,0.0
-0.95,4.82,-8.35,0.0,0.02,-0.01,0.0
2.83,1.69,-9.06,0.0,0.02,-0.01,3.0
2.81,1.69,-9.06,0.0,0.01,-0.01,3.0
-9.42,2.29,-1.45,0.0,0.01,-0.01,1.0
2.82,1.68,-9.04,0.0,0.01,-0.01,3.0
2.36,3.6,-8.61,0.0,0.02,-0.01,0.0
-4.79,-3.14,-7.88,0.05,0.05,0.0,4.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
5.84,5.97,-3.83,-0.08,-0.14,-1.18,4.0
2.8,1.67,-9.06,0.0,0.01,-0.01,3.0
2.73,2.15,-8.95,0.0,0.02,-0.01,0.0
2.81,1.67,-9.05,0.0,0.01,-0.01,3.0
2.81,1.69,-9.03,0.0,0.01,-0.01,3.0
2.83,1.69,-9.05,0.0,0.01,-0.01,3.0
-3.89,-1.21,-8.75,0.02,0.01,-0.01,4.0
-0.38,5.63,-7.83,-0.01,0.01,-0.01,0.0
2.76,1.65,-9.06,0.0,0.01,-0.01,3.0
-9.47,2.11,-1.32,0.0,0.02,-0.01,1.0
2.82,1.68,-9.03,0.0,0.01,-0.01,3.0
2.48,8.23,-4.55,0.0,0.01,-0.01,2.0
2.83,1.67,-9.03,0.0,0.01,-0.01,3.0
2.82,1.7,-9.04,0.0,0.02,-0.01,3.0
1.91,4.9,-8.09,0.0,0.02,-0.01,0.0
-3.82,-1.25,-8.77,0.01,0.0,-0.01,4.0
-2.73,-1.88,-9.07,-0.02,0.01,-0.01,4.0
2.82,1.69,-9.05,0.0,0.01,-0.01,3.0
6.69,-6.15,-3.29,0.0,0.02,-0.01,1.0
2.81,1.67,-9.06,0.0,0.01,-0.01,3.0
0.1,-3.32,-9.04,0.2,-0.23,-0.89,2.0
-2.68,-6.38,-6.57,0.0,0.02,-0.01,4.0
2.83,1.68,-9.05,0.0,0.01,-0.01,3.0
1.02,3.86,-8.76,0.0,0.02,-0.01,0.0
2.82,1.7,-9.03,0.0,0.01,-0.01,3.0
2.81,1.68,-9.05,0.0,0.01,-0.01,3.0
2.82,1.67,-9.02,0.0,0.01,-0.01,3.0
-5.98,3.48,-6.78,0.0,0.02,-0.01,1.0
2.29,-0.5,-9.41,0.84,-0.45,0.04,2.0
-0.93,4.8,-8.3,0.0,0.01,-0.01,0.0
-0.96,4.81,-8.32,0.0,0.02,-0.01,0.0
2.81,1.69,-9.06,0.0,0.01,-0.01,3.0
-3.25,-5.94,-6.88,0.0,0.01,-0.01,4.0
-9.43,2.29,-1.45,0.0,0.01,-0.01,1.0
-0.94,4.81,-8.31,0.0,0.02,-0.01,0.0
2.82,1.69,-9.01,0.0,0.01,-0.01,3.0
-6.64,3.29,-6.26,0.0,0.02,-0.01,1.0
-0.99,4.81,-8.29,-0.01,0.01,-0.01,0.0
2.82,1.7,-9.05,0.0,0.02,-0.01,3.0
-3.47,-1.3,-8.89,0.01,0.02,-0.01,4.0
1.52,4.41,-9.79,-0.8,-1.12,0.45,2.0
2.82,1.69,-9.02,0.0,0.01,-0.01,3.0
-3.84,-1.16,-8.76,0.0,0.01,-0.01,4.0
1.17,4.95,-8.22,-0.03,0.03,-0.01,2.0
2.82,1.67,-9.03,0.0,0.01,-0.01,3.0
2.82,1.67,-9.02,0.0,0.01,-0.01,3.0
2.49,2.26,-9.04,-0.01,0.01,-0.01,0.0
2.82,1.67,-9.02,0.0,0.01,-0.01,3.0
2.81,1.67,-9.05,0.0,0.01,-0.01,3.0
2.8,1.69,-9.04,0.0,0.01,-0.01,3.0
-3.57,-2.89,-8.44,0.03,-0.01,-0.01,4.0
2.47,-0.14,-9.0,-0.27,0.54,-0.12,2.0
-4.57,-4.96,-6.92,-0.01,0.02,0.0,4.0
1.86,-2.56,-9.06,0.01,0.01,-0.01,2.0
-0.98,4.81,-8.32,0.0,0.02,-0.01,0.0
-0.97,4.81,-8.33,0.0,0.02,-0.01,0.0
-0.96,4.82,-8.32,0.0,0.01,-0.01,0.0
2.81,1.68,-9.02,0.0,0.01,-0.01,3.0
0.32,2.76,-5.97,-0.69,0.5,-0.57,4.0
2.8,1.7,-9.02,0.0,0.01,-0.01,3.0
2.83,1.67,-9.06,0.0,0.01,-0.01,3.0
2.8,1.68,-9.04,0.0,0.01,-0.01,3.0
-5.86,3.29,-7.0,0.0,0.02,-0.01,1.0
2.81,1.69,-9.06,0.0,0.01,-0.01,3.0
2.82,1.68,-9.03,0.0,0.02,-0.01,3.0
-0.95,4.81,-8.35,0.0,0.02,-0.01,0.0
2.81,1.7,-9.05,0.0,0.02,-0.01,3.0
-3.29,-2.21,-8.76,0.29,0.07,-0.22,4.0
0.99,4.33,-8.5,-0.01,0.01,-0.01,0.0
2.82,1.67,-9.04,0.0,0.01,-0.01,3.0
2.81,1.69,-9.05,0.0,0.01,-0.01,3.0
2.83,1.71,-9.04,0.0,0.01,-0.01,3.0
-4.02,-5.66,-6.72,0.0,0.02,-0.01,4.0
2.8,1.68,-9.04,0.0,0.01,-0.01,3.0
-9.38,2.27,-1.51,-0.01,0.01,-0.01,1.0
2.81,1.68,-9.02,0.0,0.02,-0.01,3.0
2.29,2.78,-8.94,0.0,0.01,-0.01,0.0
2.79,1.68,-9.04,0.0,0.01,-0.01,3.0
-9.44,2.28,-1.45,0.0,0.01,-0.01,1.0
-1.7,6.32,-7.11,0.0,0.01,-0.01,4.0
6.67,-6.13,-3.36,0.0,0.01,-0.01,1.0
-9.4,2.33,-1.42,0.0,0.01,-0.01,1.0
-3.85,-1.22,-8.68,0.03,0.0,0.0,4.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.05,0.0,0.01,-0.01,3.0
-4.42,0.68,-9.21,0.01,0.54,0.01,4.0
2.82,1.69,-9.08,0.0,0.01,-0.01,3.0
2.83,1.68,-9.05,0.0,0.01,-0.01,3.0
2.81,1.67,-9.05,0.0,0.01,-0.01,3.0
-9.59,1.36,-1.51,0.0,0.01,-0.01,1.0
-2.86,-3.04,-8.68,0.0,0.01,-0.01,4.0
2.8,1.68,-9.03,0.0,0.02,-0.01,3.0
-3.82,6.65,-6.0,0.0,0.02,-0.01,4.0
5.42,0.01,-8.41,-0.3,0.1,-0.13,2.0
3.88,2.75,-8.36,0.0,0.02,-0.01,0.0
2.81,1.7,-9.03,0.0,0.01,-0.01,3.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
3.13,-0.02,-9.02,-0.02,0.02,0.01,2.0
2.81,1.69,-9.03,0.0,0.01,-0.01,3.0
0.59,-0.7,-9.6,0.14,0.13,-0.01,2.0
2.82,1.69,-9.05,0.0,0.01,-0.01,3.0
1.01,3.98,-8.74,0.0,0.02,-0.01,0.0
-1.2,4.97,-8.21,-0.01,0.01,-0.01,0.0
-3.83,-1.27,-8.75,-0.01,0.02,-0.01,4.0
-5.99,3.68,-6.65,0.0,0.02,-0.01,1.0
2.83,1.68,-9.03,0.0,0.01,-0.01,3.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
2.82,1.7,-9.04,0.0,0.01,-0.01,3.0
-9.4,2.32,-1.36,0.0,0.01,-0.01,1.0
0.91,4.26,-8.56,0.0,0.01,-0.01,0.0
-3.83,-1.24,-8.75,-0.01,0.02,-0.01,4.0
-1.52,1.72,-9.34,-0.25,-0.03,0.02,2.0
0.74,6.15,-7.43,0.0,0.02,-0.01,0.0
2.83,1.67,-9.03,0.0,0.01,-0.01,3.0
2.81,1.67,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.06,0.0,0.01,-0.01,3.0
-3.09,0.24,-9.14,-0.13,-0.02,0.05,2.0
-3.46,-1.35,-8.9,0.0,0.01,-0.01,4.0
-0.95,4.82,-8.33,0.0,0.02,-0.01,0.0
2.81,1.7,-9.04,0.0,0.01,-0.01,3.0
2.31,2.74,-8.98,0.01,0.0,0.0,0.0
2.83,1.69,-9.04,0.0,0.02,-0.01,3.0
-1.97,6.6,-6.79,0.0,0.02,-0.01,0.0
2.8,1.68,-9.01,0.0,0.01,-0.01,3.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
-6.2,0.44,-7.39,0.02,-0.1,-0.03,2.0
-5.79,3.11,-7.11,0.0,0.02,-0.01,1.0
2.81,1.69,-9.06,0.0,0.01,-0.01,3.0
2.8,1.69,-9.04,0.0,0.01,-0.01,3.0
1.45,0.09,-9.48,0.0,0.01,-0.01,0.0
2.81,1.69,-9.05,0.0,0.01,-0.01,3.0
1.46,0.13,-9.48,0.0,0.01,-0.01,0.0
2.8,1.68,-9.04,0.0,0.01,-0.01,3.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
2.12,1.69,-9.22,0.0,0.02,-0.01,0.0
-9.4,2.31,-1.42,0.0,0.02,-0.01,1.0
2.82,1.7,-9.05,0.0,0.01,-0.01,3.0
2.83,1.69,-9.05,0.0,0.01,-0.01,3.0
2.8,1.7,-9.06,0.0,0.01,-0.01,3.0
-3.74,0.13,-8.92,-0.27,-0.67,-0.16,2.0
1.11,-0.45,-9.5,0.11,0.06,-0.03,2.0
-3.77,-1.18,-8.75,-0.02,0.02,-0.01,4.0
2.84,1.7,-9.03,0.0,0.01,-0.01,3.0
2.82,1.69,-9.03,0.0,0.01,-0.01,3.0
-9.41,2.27,-1.51,-0.01,0.02,-0.01,1.0
-4.46,-1.76,-8.17,-0.02,-0.02,0.01,4.0
2.83,1.67,-9.05,0.0,0.01,-0.01,3.0
2.82,1.68,-9.04,0.0,0.02,-0.01,3.0
2.82,1.71,-9.05,0.0,0.01,-0.01,3.0
-3.91,-3.7,-9.83,-0.6,0.93,0.59,4.0
2.81,1.69,-9.05,0.0,0.01,-0.01,3.0
-1.16,4.96,-8.21,0.0,0.01,-0.01,0.0
2.83,1.7,-9.04,0.0,0.01,-0.01,3.0
-1.66,3.5,-10.19,0.04,-1.3,-0.69,0.0
0.47,4.64,-8.47,0.0,0.01,-0.01,0.0
2.8,1.69,-9.04,0.0,0.01,-0.01,3.0
0.45,-0.21,-9.58,0.0,0.01,-0.01,2.0
2.83,1.68,-9.04,0.0,0.01,-0.01,3.0
2.8,1.68,-9.03,0.0,0.01,-0.01,3.0
2.8,1.71,-9.05,0.0,0.01,-0.01,3.0
-3.81,-1.23,-8.76,0.0,0.01,-0.01,4.0
-7.65,7.71,-2.35,2.57,0.7,0.27,4.0
0.99,3.99,-8.75,0.0,0.02,-0.01,0.0
2.82,1.7,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.05,0.0,0.01,-0.01,3.0
2.8,1.68,-9.04,0.0,0.01,-0.01,3.0
0.48,1.89,-9.61,-0.13,0.1,0.02,4.0
2.83,1.69,-9.04,0.0,0.01,-0.01,3.0
2.84,1.69,-9.04,0.0,0.01,-0.01,3.0
-5.84,3.3,-6.95,-0.01,0.02,-0.01,1.0
2.82,1.7,-9.04,0.0,0.01,-0.01,3.0
-0.66,0.2,-9.56,0.01,0.01,-0.01,4.0
2.75,1.6,-8.86,0.0,0.03,-0.01,3.0
2.82,1.67,-9.05,0.0,0.01,-0.01,3.0
2.82,1.7,-9.07,0.0,0.01,-0.01,3.0
2.8,1.68,-9.0,0.0,0.01,-0.01,3.0
2.8,1.67,-9.04,0.0,0.02,-0.01,3.0
-9.51,2.11,-1.28,0.0,0.01,-0.01,1.0
2.83,1.7,-9.05,0.0,0.01,-0.01,3.0
1.63,-0.21,-9.27,0.0,0.04,0.01,0.0
2.09,1.69,-9.21,-0.01,0.01,-0.01,0.0
2.82,1.69,-9.05,0.0,0.01,-0.01,3.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
-2.02,2.32,-9.12,-0.03,0.05,0.0,2.0
2.81,1.7,-9.04,0.0,0.01,-0.01,3.0
0.95,4.25,-8.6,0.0,0.02,-0.01,0.0
6.66,-6.15,-3.35,-0.01,0.02,-0.01,1.0
2.81,1.67,-9.01,0.0,0.01,-0.01,3.0
2.83,1.71,-9.04,0.0,0.01,-0.01,3.0
2.92,2.34,-8.86,-0.3,0.45,0.26,2.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
6.64,-6.15,-3.39,-0.02,0.02,-0.01,1.0
-5.98,2.82,-7.09,0.0,0.02,-0.01,1.0
2.82,1.68,-9.04,0.0,0.01,-0.01,3.0
2.79,1.67,-9.04,0.0,0.01,-0.01,3.0
4.39,1.32,-8.47,-0.02,0.02,-0.02,4.0
2.79,1.69,-9.03,0.0,0.01,-0.01,3.0
-2.85,-3.04,-8.67,0.0,0.01,-0.01,4.0
-5.85,3.25,-6.99,0.0,0.01,-0.01,1.0
2.82,1.69,-9.03,0.0,0.01,-0.01,3.0
2.82,1.69,-9.03,0.0,0.01,-0.01,3.0
-3.75,-5.45,-7.02,0.0,0.01,-0.01,4.0
2.82,1.7,-9.03,0.0,0.02,-0.01,3.0
-1.85,-3.02,-8.93,0.02,0.02,-0.01,4.0
2.81,1.7,-9.04,0.0,0.01,-0.01,3.0
2.79,1.69,-9.04,0.0,0.01,-0.01,3.0
2.05,0.76,-9.32,-0.01,0.01,-0.01,0.0
2.81,1.68,-9.03,0.0,0.01,-0.01,3.0
-0.49,4.11,-8.71,-0.01,0.01,-0.01,0.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
2.82,1.68,-9.04,0.0,0.01,-0.01,3.0
-0.08,6.34,-4.06,-1.29,-0.96,-0.04,2.0
2.8,1.69,-9.03,0.0,0.01,-0.01,3.0
3.96,5.87,-4.68,0.79,-1.32,-0.06,4.0
2.09,1.68,-9.21,0.0,0.02,-0.01,0.0
-3.83,-1.24,-8.77,0.0,0.01,-0.01,4.0
2.82,1.71,-9.07,0.0,0.01,-0.01,3.0
2.8,1.69,-9.04,0.0,0.01,-0.01,3.0
-3.39,-5.79,-6.93,0.0,0.01,-0.01,4.0
2.83,1.68,-9.06,0.0,0.01,-0.01,3.0
2.8,1.67,-9.04,0.0,0.02,-0.01,3.0
2.8,1.67,-9.04,0.0,0.01,-0.01,3.0
-3.25,-3.12,-8.52,0.0,0.01,-0.01,4.0
2.8,1.69,-9.03,0.0,0.01,-0.01,3.0
1.58,0.49,-9.45,-0.02,0.06,-0.01,2.0
-3.85,-1.25,-8.76,-0.01,0.02,-0.01,4.0
-4.95,-4.16,-7.18,0.0,0.02,-0.01,4.0
-6.94,-0.59,-7.41,-0.68,-0.19,-0.22,4.0
2.82,1.69,-9.03,0.0,0.02,-0.01,3.0
2.82,1.68,-9.03,0.0,0.01,-0.01,3.0
2.8,1.7,-9.07,0.0,0.01,-0.01,3.0
2.8,1.69,-9.06,0.0,0.01,-0.01,3.0
2.8,1.69,-9.02,0.0,0.01,-0.01,3.0
1.24,4.47,-8.44,0.0,0.01,-0.01,2.0
2.81,1.69,-9.06,0.0,0.01,-0.01,3.0
-3.72,-1.24,-8.83,0.0,0.02,-0.01,4.0
2.82,1.68,-9.05,0.0,0.02,-0.01,3.0
2.81,1.68,-9.06,0.0,0.02,-0.01,3.0
2.81,1.69,-9.03,0.0,0.02,-0.01,3.0
-9.43,2.3,-1.4,0.0,0.02,-0.01,1.0
-2.54,-2.76,-8.88,0.0,0.01,-0.01,4.0
2.82,1.66,-9.03,0.0,0.01,-0.01,3.0
2.83,1.7,-9.04,0.0,0.01,-0.01,3.0
2.82,1.7,-9.04,0.0,0.01,-0.01,3.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
2.83,1.7,-9.04,0.0,0.01,-0.01,3.0
2.81,1.69,-9.05,0.0,0.01,-0.01,3.0
2.81,1.68,-9.03,0.0,0.01,-0.01,3.0
-2.85,-3.03,-8.69,-0.01,0.02,-0.01,4.0
-4.23,-4.02,-8.09,0.0,-0.12,-0.41,4.0
-9.43,2.31,-1.42,0.0,0.01,-0.01,1.0
2.32,-4.15,-7.42,0.28,-0.12,0.29,2.0
2.82,1.68,-9.04,0.0,0.02,-0.01,3.0
2.82,1.69,-9.06,0.0,0.01,-0.01,3.0
2.81,1.68,-9.05,0.0,0.01,-0.01,3.0
0.93,4.29,-8.59,0.0,0.01,-0.01,0.0
2.82,1.71,-9.07,0.0,0.01,-0.01,3.0
-9.43,2.32,-1.39,0.0,0.01,-0.01,1.0
0.82,0.09,-9.57,-0.05,0.01,0.0,2.0
-1.0,-0.07,-9.47,0.06,0.06,-0.01,2.0
2.15,1.71,-9.22,0.0,0.01,-0.01,0.0
2.82,1.68,-9.04,0.0,0.01,-0.01,3.0
2.83,1.68,-9.03,0.0,0.01,-0.01,3.0
-5.86,3.25,-6.98,0.0,0.01,-0.01,1.0
-2.86,-3.02,-8.68,0.0,0.02,-0.01,4.0
6.49,-6.25,-3.51,0.0,0.01,0.0,1.0
2.81,1.67,-9.02,0.0,0.01,-0.01,3.0
2.83,1.69,-9.06,0.0,0.01,-0.01,3.0
2.81,1.68,-9.02,0.0,0.01,-0.01,3.0
-5.79,3.11,-7.11,0.0,0.02,-0.01,1.0
-5.99,3.14,-6.97,0.0,0.02,-0.01,1.0
-3.81,-1.2,-8.77,0.0,0.02,-0.01,4.0
-9.42,2.3,-1.38,-0.01,0.02,-0.01,1.0
2.83,1.68,-9.06,0.0,0.02,-0.01,3.0
2.14,1.69,-9.21,0.0,0.02,-0.01,0.0
-3.52,7.74,-4.79,0.0,0.02,-0.01,4.0
-2.09,-2.99,-9.74,0.83,0.54,0.35,4.0
2.81,1.67,-9.01,0.0,0.01,-0.01,3.0
-4.81,-4.28,-7.33,0.09,-0.04,-0.32,4.0
2.81,1.68,-9.06,0.0,0.01,-0.01,3.0
-0.39,5.62,-7.84,-0.01,0.01,-0.01,0.0
2.81,1.68,-9.07,0.0,0.01,-0.01,3.0
2.81,1.69,-9.05,0.0,0.02,-0.01,3.0
-3.39,-5.77,-6.91,0.0,0.02,-0.01,4.0
-3.4,-2.93,-9.19,-0.05,0.17,0.17,4.0
0.74,6.14,-7.44,0.0,0.02,-0.01,0.0
2.81,1.71,-9.03,0.0,0.01,-0.01,3.0
2.83,1.67,-9.06,0.0,0.01,-0.01,3.0
2.81,1.67,-9.02,0.0,0.01,-0.01,3.0
2.8,1.66,-9.04,0.0,0.01,-0.01,3.0
-2.05,-2.29,-8.98,0.03,0.07,-0.07,2.0
-9.39,2.32,-1.46,0.0,0.01,-0.01,1.0
-0.63,0.16,-9.55,0.0,0.01,-0.01,4.0
-2.91,10.76,-7.05,-0.31,0.48,0.74,4.0
2.81,1.7,-9.04,0.0,0.02,-0.01,3.0
1.41,0.14,-9.44,-0.01,0.02,-0.01,0.0
-3.44,-0.93,-8.93,0.0,0.01,-0.01,4.0
2.81,1.68,-9.03,0.0,0.01,-0.01,3.0
2.83,1.68,-9.02,0.0,0.01,-0.01,3.0
2.82,1.69,-9.03,0.0,0.01,-0.01,3.0
2.81,1.68,-9.04,0.0,0.01,-0.01,3.0
6.14,4.52,-5.9,0.0,0.02,-0.01,0.0
3.8,-1.37,-8.71,-0.02,-0.01,-0.01,2.0
-0.95,4.85,-8.26,-0.01,0.01,-0.01,0.0
3.87,2.73,-8.35,0.0,0.02,-0.01,0.0
-4.9,-4.14,-7.16,0.0,0.01,-0.01,4.0
1.19,5.45,-7.87,0.0,0.01,0.0,2.0
2.11,1.69,-9.23,0.0,0.02,-0.01,0.0
2.84,1.67,-9.06,0.0,0.02,-0.01,3.0
2.79,1.68,-9.04,0.0,0.01,-0.01,3.0
2.65,2.93,-8.76,-0.01,0.02,-0.01,0.0
2.83,1.71,-9.03,0.0,0.01,-0.01,3.0
2.83,1.68,-9.04,0.0,0.01,-0.01,3.0
2.72,-5.84,-8.08,-0.42,-0.45,0.21,2.0
2.8,1.68,-9.08,0.0,0.01,-0.01,3.0
-3.43,-0.6,-8.98,0.0,0.01,-0.01,4.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.06,0.0,0.01,-0.01,3.0
2.82,1.68,-9.05,0.0,0.01,-0.01,3.0
-3.55,-0.91,-8.9,-0.01,0.02,-0.01,4.0
2.81,1.67,-9.04,0.0,0.02,-0.01,3.0
-3.56,4.02,-7.71,0.57,0.46,-1.2,4.0
2.83,1.67,-9.03,0.0,0.01,-0.01,3.0
-4.93,-4.16,-7.19,0.0,0.01,-0.01,4.0
-5.96,3.23,-6.93,0.0,0.02,-0.01,1.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
2.83,1.7,-9.04,0.0,0.01,-0.01,3.0
2.82,1.69,-9.05,0.0,0.01,-0.01,3.0
-0.65,0.24,-9.56,0.0,0.01,-0.01,4.0
1.52,3.22,-8.83,0.03,0.11,0.03,2.0
-2.91,7.43,-5.3,-0.11,0.08,-0.03,4.0
2.8,1.68,-9.04,0.0,0.01,-0.01,3.0
2.82,1.68,-9.04,0.0,0.01,-0.01,3.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.04,0.0,0.02,-0.01,3.0
2.83,1.67,-9.05,0.0,0.01,-0.01,3.0
-0.14,6.63,-7.05,0.0,0.02,-0.01,4.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
1.27,4.87,-8.23,-0.01,0.01,0.0,0.0
-3.67,-1.13,-9.61,0.06,0.1,-0.03,4.0
2.66,2.23,-8.98,0.0,0.02,-0.01,0.0
2.84,1.69,-9.03,0.0,0.01,-0.01,3.0
-2.22,-4.14,-8.41,-0.01,0.02,-0.01,4.0
2.81,1.7,-9.07,0.0,0.01,-0.01,3.0
-9.43,2.29,-1.45,-0.01,0.02,-0.01,1.0
-9.59,1.37,-1.5,0.0,0.01,-0.01,1.0
1.45,0.13,-9.51,0.0,0.01,-0.01,0.0
2.81,1.68,-9.03,0.0,0.02,-0.01,3.0
2.83,1.69,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.02,0.0,0.01,-0.01,3.0
2.83,1.67,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.03,0.0,0.01,-0.01,3.0
1.62,0.03,-9.45,0.0,0.02,-0.01,0.0
1.64,0.06,-9.44,0.0,0.02,-0.01,0.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
-5.97,3.48,-6.76,0.0,0.02,-0.01,1.0
-2.04,-2.9,-9.89,-0.04,-1.14,-1.05,2.0
-9.4,2.28,-1.43,-0.01,0.02,-0.01,1.0
-3.49,-1.56,-8.87,0.03,0.01,-0.03,4.0
-1.23,4.93,-8.21,0.0,0.01,-0.01,0.0
2.81,1.69,-9.05,0.0,0.01,-0.01,3.0
3.01,-1.47,-8.91,0.0,0.41,-0.06,2.0
2.19,-0.52,-9.33,-0.12,-0.07,0.01,2.0
-3.82,-1.23,-8.77,0.0,0.02,-0.01,4.0
2.84,1.67,-9.05,0.0,0.02,-0.01,3.0
2.81,1.69,-9.03,0.0,0.01,-0.01,3.0
2.84,1.69,-9.03,0.0,0.01,-0.01,3.0
0.16,-0.79,-10.5,1.34,0.61,0.06,2.0
1.08,4.96,-8.21,0.0,0.01,-0.01,4.0
-3.86,-1.17,-8.81,0.0,0.01,-0.01,4.0
2.8,1.67,-9.05,0.0,0.01,-0.01,3.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
-1.41,3.01,-9.01,0.01,0.01,0.12,0.0
2.81,1.68,-9.04,0.0,0.01,-0.01,3.0
2.82,1.68,-9.05,0.0,0.01,-0.01,3.0
-3.83,-1.24,-8.76,0.0,0.01,-0.01,4.0
-3.84,-1.25,-8.77,0.01,0.01,-0.01,4.0
2.84,1.69,-9.04,0.0,0.01,-0.01,3.0
2.84,1.68,-9.06,0.0,0.01,-0.01,3.0
-5.79,3.15,-7.1,0.0,0.02,-0.01,1.0
2.8,1.68,-9.06,0.0,0.01,-0.01,3.0
-3.83,-1.23,-8.77,0.0,0.01,-0.01,4.0
2.82,1.69,-9.03,0.0,0.01,-0.01,3.0
2.82,1.67,-9.06,0.0,0.02,-0.01,3.0
-3.8,-1.23,-8.71,0.0,0.02,-0.01,4.0
3.0,-2.53,-8.86,-0.14,-0.75,0.16,2.0
-5.97,3.37,-6.86,0.0,0.02,-0.01,1.0
2.8,1.69,-9.01,0.0,0.01,-0.01,3.0
2.81,1.67,-9.03,0.0,0.02,-0.01,3.0
-6.0,3.51,-6.77,0.0,0.02,-0.01,1.0
1.02,3.86,-8.8,0.0,0.02,-0.01,0.0
2.82,1.68,-9.06,0.0,0.01,-0.01,3.0
-4.93,-4.16,-7.2,0.0,0.02,-0.01,4.0
-9.4,2.31,-1.42,0.0,0.01,-0.01,1.0
-6.01,3.54,-6.74,0.0,0.01,-0.01,1.0
2.8,1.69,-9.05,0.0,0.01,-0.01,3.0
2.8,1.69,-9.05,0.0,0.01,-0.01,3.0
2.82,1.69,-9.04,0.0,0.01,-0.01,3.0
2.81,1.69,-9.06,0.0,0.02,-0.01,3.0
4.41,2.56,-8.16,-0.01,0.01,-0.01,0.0
-8.53,0.72,-5.84,0.26,0.29,0.37,4.0
0.58,-2.54,-9.27,0.22,-0.16,0.0,2.0
0.08,0.13,-9.28,0.08,-0.03,-0.06,2.0
2.83,1.7,-9.03,0.0,0.01,-0.01,3.0
2.72,2.15,-8.96,0.0,0.02,-0.01,0.0
2.82,1.69,-9.05,0.0,0.01,-0.01,3.0
2.82,1.68,-9.04,0.0,0.01,-0.01,3.0
2.81,1.67,-9.04,0.0,0.01,-0.01,3.0
2.83,1.7,-9.04,0.0,0.01,-0.01,3.0
0.9,4.27,-8.63,0.0,0.01,-0.01,0.0
2.84,1.68,-9.06,0.0,0.01,-0.01,3.0
2.82,1.68,-9.05,0.0,0.01,-0.01,3.0
2.8,1.7,-9.03,0.0,0.01,-0.01,3.0
1.62,3.59,-8.83,0.0,0.02,-0.01,0.0
0.72,-7.68,-7.3,-0.64,-0.43,0.37,2.0
2.82,1.7,-9.06,0.0,0.02,-0.01,3.0
4.15,2.75,-8.23,0.0,0.02,-0.01,4.0
2.8,1.68,-9.05,0.0,0.01,-0.01,3.0
1.72,4.71,-8.24,0.0,0.01,-0.01,0.0
2.8,1.68,-9.02,0.0,0.02,-0.01,3.0
-5.8,3.12,-7.1,0.0,0.02,-0.01,1.0
2.8,1.67,-9.04,0.0,0.01,-0.01,3.0
2.83,1.68,-9.04,0.0,0.01,-0.01,3.0
2.81,1.68,-9.06,0.0,0.01,-0.01,3.0
2.81,1.66,-9.05,0.0,0.01,-0.01,3.0
2.82,1.7,-9.04,0.0,0.01,-0.01,3.0
-2.19,-4.12,-8.43,0.0,0.02,-0.01,4.0
2.55,2.01,-9.06,-0.01,0.02,-0.01,2.0
-3.37,-5.81,-6.98,0.0,0.01,-0.01,4.0
2.81,1.69,-9.05,0.0,0.01,-0.01,3.0
2.81,1.69,-9.04,0.0,0.01,-0.01,3.0
2.82,1.69,-9.05,0.0,0.02,-0.01,3.0
-5.96,2.77,-7.1,0.0,0.01,-0.01,1.0
2.8,1.7,-9.03,0.0,0.01,-0.01,3.0
2.84,1.67,-9.03,0.0,0.01,-0.01,3.0
-9.42,2.29,-1.45,0.0,0.01,-0.01,1.0
6.62,-6.13,-3.42,-0.01,0.02,-0.01,1.0
